line_idx,line,function,tag,intro
750,"					GOSHEVEN
",C,,0
751,"				(amused)
",M,,0
752,"			Found a new toy, have we, Ardy?
",D,,0
753,"
",E,,0
754,"					ARD'RIAN
",C,,0
755,"			Toy? This is the most incredible
",D,,0
756,"			android I've ever seen.
",D,,0
757,"
",E,,0
758,"					DATA
",C,,0
759,"			Have you seen many?
",D,,0
760,"
",E,,0
761,"					ARD'RIAN
",C,,0
762,"			Actually, no. You're the first.
",D,,0
763,"
",E,,0
764,"					GOSHEVEN
",C,,0
765,"				(to Ard'rian)
",M,,0
766,"			Only you would get this excited
",D,,0
767,"			over a walking calculator.
",D,,0
768,"
",E,,0
769,"					ARD'RIAN
",C,,0
770,"				(bridling)
",M,,0
771,"			He's more interesting than
",D,,0
772,"			anything else walking around
",D,,0
773,"			here...
",D,,0
774,"
",E,,0
775,"	Gosheven CHUCKLES -- he's succeeded in getting under
",A,,0
776,"	her skin.
",A,,0
777,"
",E,,0
778,"					GOSHEVEN
",C,,0
779,"			Depends on what you find
",D,,0
780,"			interesting.
",D,,0
781,"
",E,,0
782,"STAR TREK: ""Ensigns of Command"" REV. 7/24/89 - ACT ONE  13A.",H,,0
783,"
",E,,0
784,11B  CONTINUED:,S,,0
785,"
",E,,0
786,"	Ard'rian's had enough of Gosheven's male conceit. She
",A,,0
787,"	moves away, motions for Data to follow. Data does.
",A,,0
788,"
",E,,0
789,"					ARD'RIAN
",C,,0
790,"				(to Data)
",M,,0
791,"			Cybernetic intelligence fascinates
",D,,0
792,"			me. Are your neural pathways
",D,,0
793,"			duotronic?
",D,,0
794,"
",E,,0
795,"					DATA
",C,,0
796,"			No -- they are positronic.
",D,,0
797,"
",E,,0
798,"					ARD'RIAN
",C,,0
799,"			I didn't know that was possible!
",D,,0
800,"			What's your memory capacity? How
",D,,0
801,"			many operations per second? I
",D,,0
802,"			have a million questions...
",D,,0
803,"
",E,,0
804,"					DATA
",C,,0
805,"			I am afraid I have no time to
",D,,0
806,"			answer one million questions.
",D,,0
807,"			I have a mission to accomplish.
",D,,0
808,"					(MORE)
",C,,0
809,"
",E,,0
810,"STAR TREK: ""Ensigns of Command"" REV. 7/24/89 - ACT ONE   14.",H,,0
811,"
",E,,0
812,11B  CONTINUED: (2),S,,0
813,"
",E,,0
814,"					DATA (cont'd)
",C,,0
815,"			I need to know more about your
",D,,0
816,"			people, and Gosheven seems
",D,,0
817,"			unwilling to talk to me further.
",D,,0
818,"
",E,,0
819,"					ARD'RIAN
",C,,0
820,"				(extending a hand)
",M,,0
821,"			I'm Ard'rian McKenzie. Perhaps
",D,,0
822,"			I can help you.
",D,,0
823,"
",E,,0
824,"	As Data shakes her hand, we:
",A,,0
825,"
",E,,0
826,"									CUT TO:
",O,,0
827,"
",E,,0
828,12   INT. OBSERVATION LOUNGE,S,,0
829,"
",E,,0
830,"	Picard, Riker and TROI are seated as GEORDI, O'Brien
",A,,0
831,"	ENTER.
",A,,0
832,"
",E,,0
833,"					RIKER
",C,,0
834,"			Gentlemen, we're giving you an
",D,,0
835,"			assignment, and the one thing we
",D,,0
836,"			don't want to hear is that it is
",D,,0
837,"			impossible.
",D,,0
838,"
",E,,0
839,"	Riker defers to Picard. Geordi and O'Brien cast wary
",A,,0
840,"	glances at Picard. Now what the hell is he going to
",A,,0
841,"	want?
",A,,0
842,"
",E,,0
843,"					PICARD
",C,,0
844,"			I need the transporters to
",D,,0
845,"			function despite the hyperonic
",D,,0
846,"			radiation.
",D,,0
847,"
",E,,0
848,"					GEORDI
",C,,0
849,"			Impossi -- Yes, sir.
",D,,0
850,"
",E,,0
851,"	Geordi and O'Brien EXIT. Riker, Troi and Picard study
",A,,0
852,"	each other seriously.
",A,,0
853,"
",E,,0
854,"					RIKER
",C,,0
855,"			Even if we can get the Sheliak
",D,,0
856,"			to talk to us, they're not likely
",D,,0
857,"			to be accommodating.
",D,,0
858,"
",E,,0
859,"STAR TREK: ""Ensigns of Command"" - REV. 7/13/89 - ACT ONE  15.",H,,0
860,"
",E,,0
861,12   CONTINUED:,S,,0
862,"
",E,,0
863,"					TROI
",C,,0
864,"			Captain, when the treaty was
",D,,0
865,"			negotiated the Federation sent
",D,,0
866,"			three hundred and seventy-two
",D,,0
867,"			legal experts. What have we got?
",D,,0
868,"
",E,,0
869,"					PICARD
",C,,0
870,"			Thee... and me.
",D,,0
871,"
",E,,0
872,"	Off Troi's very dubious expression as we:
",A,,0
873,"
",E,,0
874,"									FADE OUT.
",O,,0
875,"
",E,,0
876,"                        END OF ACT ONE                          
",N,act,0
877,"
",E,,0
878,"STAR TREK: ""Ensigns of Command"" - REV. 7/14/89 - ACT TWO  16.",H,,0
879,"
",E,,0
880,"                            ACT TWO                             
",N,act,0
881,"
",E,,0
882,"	FADE IN:
",A,,0
883,"
",E,,0
884,13   EXT. SPACE - THE ENTERPRISE (OPTICAL),S,,0
885,"
",E,,0
886,"	in orbit around Tau Cygna V.
",A,,0
887,"
",E,,0
888,14   INT. MAIN BRIDGE,S,,0
889,"
",E,,0
890,"	Picard pacing, Troi seated as they wait for the call.
",A,,0
891,"	Worf at his station. Supernumeraries at Conn and Ops.
",A,,0
892,"
",E,,0
893,"					WORF
",C,,0
894,"			No response.
",D,,0
895,"
",E,,0
896,"					PICARD
",C,,0
897,"			Try again. Boost signal strength.
",D,,0
898,"
",E,,0
899,"	Worf makes adjustments.
",A,,0
900,"
",E,,0
901,"					WORF
",C,,0
902,"			Sheliak Corporate. This is the
",D,,0
903,"			Starship Enterprise. Respond
",D,,0
904,"			please.
",D,,0
905,"
",E,,0
906,15   ANGLE ON VIEWSCREEN - (OPTICAL),S,,0
907,"
",E,,0
908,"	as it changes from a view of stars to -- someplace? a
",A,,0
909,"	bridge? Wherever the SHELIAK are calling from it is
",A,,0
910,"	a disturbing place for humans. Darkness, mirrored
",A,,0
911,"	surfaces, and hidden in the shadows a creature who is
",A,,0
912,"	decidedly unsettling for the crew. Its shape is
",A,,0
913,"	constantly shifting like oozing sludge, and there is
",A,,0
914,"	a hint of flickering eyes -- too many eyes.
",A,,0
915,"
",E,,0
916,"					SHELIAK
",C,,0
917,"			Conversation is neither required
",D,,0
918,"			nor desired.
",D,,0
919,"
",E,,0
920,"	Picard schools his features into an expression of
",A,,0
921,"	polite interest.
",A,,0
922,"
",E,,0
923,"					PICARD
",C,,0
924,"			Conversation is necessary if we
",D,,0
925,"			are to find a solution to our
",D,,0
926,"			mutual problem.
",D,,0
927,"
",E,,0
928,"					SHELIAK
",C,,0
929,"			Our involvement in Federation
",D,,0
930,"			illegality is not indicated.
",D,,0
931,"
",E,,0
932,"STAR TREK: ""Ensigns of Command"" - REV. 7/14/89 - ACT TWO  17.",H,,0
933,"
",E,,0
934,15   CONTINUED:,S,,0
935,"
",E,,0
936,"					PICARD
",C,,0
937,"			Both parties are involved, sir.
",D,,0
938,"
",E,,0
939,"					SHELIAK
",C,,0
940,"			Remove the humans from the Tau
",D,,0
941,"			Cygna system. Three Earth days
",D,,0
942,"			remain.
",D,,0
943,"
",E,,0
944,"	Troi leans in, and whispers:
",A,,0
945,"
",E,,0
946,"					TROI
",C,,0
947,"			Their culture is extremely formal,
",D,,0
948,"			almost ritualistic. An apology
",D,,0
949,"			might smooth matters.
",D,,0
950,"
",E,,0
951,"					PICARD
",C,,0
952,"			I apologize for our inadvertent
",D,,0
953,"			violation of the treaty.
",D,,0
954,"
",E,,0
955,"					SHELIAK
",C,,0
956,"			Acknowledged and accepted. Now
",D,,0
957,"			remove the human creatures.
",D,,0
958,"
",E,,0
959,"					PICARD
",C,,0
960,"			Let us negotiate in good faith...
",D,,0
961,"
",E,,0
962,"					SHELIAK
",C,,0
963,"			Negotiate to what purpose? The
",D,,0
964,"			treaty is signed.
",D,,0
965,"
",E,,0
966,"					PICARD
",C,,0
967,"			There is a thriving colony on the
",D,,0
968,"			planet. Rather than uproot these
",D,,0
969,"			people may I offer a compromise?
",D,,0
970,"
",E,,0
971,"					SHELIAK
",C,,0
972,"			Denied.
",D,,0
973,"
",E,,0
974,"					PICARD
",C,,0
975,"			Why?!
",D,,0
976,"
",E,,0
977,"					SHELIAK
",C,,0
978,"			The law is paramount. We are
",D,,0
979,"			entitled.
",D,,0
980,"
",E,,0
981,"					PICARD
",C,,0
982,"			This is not a law. It is a
",D,,0
983,"			treaty. It is designed to smooth
",D,,0
984,"			relations between peoples. Not
",D,,0
985,"			to act as a strait...
",D,,0
986,"
",E,,0
987,"STAR TREK: ""Ensigns of Command"" REV. 7/20/89 - ACT TWO   18.",H,,0
988,"
",E,,0
989,15   CONTINUED: (2),S,,0
990,"
",E,,0
991,"	But Picard's talking to a blank screen. The Sheliak
",A,,0
992,"	have hung up on him.
",A,,0
993,"
",E,,0
994,"					PICARD
",C,,0
995,"			... jacket.
",D,,0
996,"
",E,,0
997,"	Off Picard's annoyed expression.
",A,,0
998,"
",E,,0
999,"									CUT TO:
",O,,0
1000,"
",E,,0
1001,16   OMITTED,S,,0
1002,"
",E,,0
1003,17   INT. ARD'RIAN'S FRONT ROOM - DAY,S,,0
1004,"
",E,,0
1005,"	A comfortable room constructed of stone with a heavy
",A,,0
1006,"	beamed ceiling. The furniture is hand hewn, durable
",A,,0
1007,"	but comfortable. Contrasting with this are various
",A,,0
1008,"	computer parts and consoles, both assembled and in
",A,,0
1009,"	pieces, strewn about.
",A,,0
1010,"
",E,,0
1011,"	Ard'rian and Data ENTER.
",A,,0
1012,"
",E,,0
1013,"					ARD'RIAN
",C,,0
1014,"			... you really think we'll have
",D,,0
1015,"			to leave Tau Cygna Five?
",D,,0
1016,"
",E,,0
1017,"					DATA
",C,,0
1018,"			The possibility exists, and
",D,,0
1019,"			Gosheven appears unwilling to
",D,,0
1020,"			prepare for it. Why?
",D,,0
1021,"
",E,,0
1022,"STAR TREK: ""Ensigns of Command"" REV. 7/20/89 - ACT TWO   19.",H,,0
1023,"
",E,,0
1024,17   CONTINUED:,S,,0
1025,"
",E,,0
1026,"					ARD'RIAN
",C,,0
1027,"			Maybe because you're an
",D,,0
1028,"			android. I don't think Gosheven
",D,,0
1029,"			likes the idea of machines
",D,,0
1030,"			ordering him around.
",D,,0
1031,"
",E,,0
1032,"					DATA
",C,,0
1033,"			I am not ordering him to do
",D,,0
1034,"			anything; I am merely trying to
",D,,0
1035,"			persuade him that his people
",D,,0
1036,"			should prepare to evacuate.
",D,,0
1037,"				(thinks)
",M,,0
1038,"			Do you believe my suggested
",D,,0
1039,"			course of action should be followed?
",D,,0
1040,"
",E,,0
1041,"					ARD'RIAN
",C,,0
1042,"			Of course.
",D,,0
1043,"
",E,,0
1044,"					DATA
",C,,0
1045,"			In spite of the fact that I am
",D,,0
1046,"			an android?
",D,,0
1047,"
",E,,0
1048,"					ARD'RIAN
",C,,0
1049,"			Because of that fact. I don't
",D,,0
1050,"			have any silly prejudices against
",D,,0
1051,"			computers -- I like them.
",D,,0
1052,"
",E,,0
1053,"	SHe gestures around the room, a bit apologetically:
",A,,0
1054,"
",E,,0
1055,"					ARD'RIAN (cont'd)
",C,,0
1056,"			Not that any computer we have is
",D,,0
1057,"			half as sophisticated as you...
",D,,0
1058,"
",E,,0
1059,"	Data looks at a particularly ""primitive"" computer:
",A,,0
1060,"
",E,,0
1061,"					DATA
",C,,0
1062,"			No, I would say not.
",D,,0
1063,"
",E,,0
1064,"STAR TREK: ""Ensigns of Command"" REV. 7/20/89 - ACT TWO   20.",H,,0
1065,"
",E,,0
1066,17   CONTINUED: (2),S,,0
1067,"
",E,,0
1068,"					ARD'RIAN (cont'd)
",C,,0
1069,"			People can be selfish,
",D,,0
1070,"			irrational, stubborn, malicious
",D,,0
1071,"			-- you name it. But computers
",D,,0
1072,"			don't have those failings.
",D,,0
1073,"
",E,,0
1074,"	Data follows her logic:
",A,,0
1075,"
",E,,0
1076,"					DATA
",C,,0
1077,"			You conclude from this that I am
",D,,0
1078,"			impartial... hence you accept
",D,,0
1079,"			my recommendations.
",D,,0
1080,"
",E,,0
1081,"	She nods.
",A,,0
1082,"
",E,,0
1083,"					DATA (cont'd)
",C,,0
1084,"			Yet Gosheven does not.
",D,,0
1085,"				(thinks)
",M,,0
1086,"			Perhaps he might reconsider his
",D,,0
1087,"			position if someone other than
",D,,0
1088,"			myself were to present the
",D,,0
1089,"			arguments.
",D,,0
1090,"
",E,,0
1091,"					ARD'RIAN
",C,,0
1092,"			Well, I'm willing to talk to him,
",D,,0
1093,"			but I don't think he'll take me
",D,,0
1094,"			seriously.
",D,,0
1095,"				(with distaste)
",M,,0
1096,"			He finds me attractive -- but I'm
",D,,0
1097,"			not interested in him at all.
",D,,0
1098,"			So he belittles me to protect his
",D,,0
1099,"			ego --
",D,,0
1100,"
",E,,0
1101,18   OMITTED,S,,0
1102,"
",E,,0
1103,19   NEW ANGLE,S,,0
1104,"
",E,,0
1105,"	as Data's communicator TRILLS. He touches the
",A,,0
1106,"	insignia.
",A,,0
1107,"
",E,,0
1108,"					DATA
",C,,0
1109,"			Data, here.
",D,,0
1110,"
",E,,0
1111,"					PICARD'S COM VOICE
",C,,0
1112,"			The Sheliak won't bargain.
",D,,0
1113,"
",E,,0
1114,"					DATA
",C,,0
1115,"			Understood.
",D,,0
1116,"
",E,,0
1117,"STAR TREK: ""Ensigns of Command"" - REV. 7/18/89 - ACT TWO 20A.",H,,0
1118,"
",E,,0
1119,19   CONTINUED:,S,,0
1120,"
",E,,0
1121,"					PICARD'S COM VOICE
",C,,0
1122,"			I'm contacting Starfleet to
",D,,0
1123,"			arrange for transport. Get those
",D,,0
1124,"			people prepared for evacuation.
",D,,0
1125,"			We may have to move very quickly.
",D,,0
1126,"
",E,,0
1127,"STAR TREK: ""Ensigns of Command"" - REV. 7/13/89 - ACT TWO  21.",H,,0
1128,"
",E,,0
1129,19   CONTINUED:,S,,0
1130,"
",E,,0
1131,"					DATA
",C,,0
1132,"			Yes, sir.
",D,,0
1133,"
",E,,0
1134,"	Data cuts the communication, turns to Ard'rian.
",A,,0
1135,"
",E,,0
1136,"					DATA
",C,,0
1137,"			We must speak with Gosheven
",D,,0
1138,"			immediately.
",D,,0
1139,"
",E,,0
1140,"	Ard'rian grabs a coat, and they EXIT.
",A,,0
1141,"
",E,,0
1142,"									CUT TO:
",O,,0
1143,"
",E,,0
1144,19A  INT. TRANSPORTER ROOM (OPTICAL) (FORMERLY SC. 16),S,,0
1145,"
",E,,0
1146,"	Geordi, O'Brien and WESLEY have the panels removed
",A,,0
1147,"	from the wall behind the transporter console. Geordi's
",A,,0
1148,"	tool box is nearby. Sophisticated tools litter the
",A,,0
1149,"	floor. Off to the left side of the transporter are
",A,,0
1150,"	six test objects. The trio is watching tensely as
",A,,0
1151,"	O'Brien touches the console. A test object
",A,,0
1152,"	MATERIALIZES looking like swiss cheese. Geordi picks
",A,,0
1153,"	it up. Riker ENTERS.
",A,,0
1154,"
",E,,0
1155,"					RIKER
",C,,0
1156,"			Gentlemen, how are you coming?
",D,,0
1157,"				(spots the object)
",M,,0
1158,"			What the hell is that?
",D,,0
1159,"
",E,,0
1160,"	Geordi sets aside the mutilated object.
",A,,0
1161,"
",E,,0
1162,"					GEORDI
",C,,0
1163,"			Our first attempt.
",D,,0
1164,"
",E,,0
1165,"					O'BRIEN
",C,,0
1166,"			We recalibrated the transporter
",D,,0
1167,"			setting for the tightest possible
",D,,0
1168,"			beam.
",D,,0
1169,"
",E,,0
1170,"					WESLEY
",C,,0
1171,"			But we've got plenty of things
",D,,0
1172,"			left to try.
",D,,0
1173,"
",E,,0
1174,"	Geordi is studying the test object again.
",A,,0
1175,"
",E,,0
1176,"					GEORDI
",C,,0
1177,"			There's some really interesting
",D,,0
1178,"			residue . . . reminds me of --
",D,,0
1179,"				(a beat)
",M,,0
1180,"			There's that damn pulsar in the
",D,,0
1181,"			neighborhood.
",D,,0
1182,"
",E,,0
1183,"STAR TREK: ""Ensigns of Command"" REV. 7/20/89 - ACT TWO   22.",H,,0
1184,"
",E,,0
1185,19A  CONTINUED:,S,,0
1186,"
",E,,0
1187,"					WESLEY
",C,,0
1188,"			Teremi-thorons.
",D,,0
1189,"
",E,,0
1190,"					O'BRIEN
",C,,0
1191,"			This just got a lot harder.
",D,,0
1192,"
",E,,0
1193,"					WESLEY
",C,,0
1194,"			They're one of the most elusive
",D,,0
1195,"			sub-atomic particles known, and
",D,,0
1196,"			they really shred a transporter
",D,,0
1197,"			signal.
",D,,0
1198,"
",E,,0
1199,"					RIKER
",C,,0
1200,"			Thank you, Ensign, I passed
",D,,0
1201,"			physics.
",D,,0
1202,"				(to Geordi)
",M,,0
1203,"			Keep at it. We need those
",D,,0
1204,"			transporters.
",D,,0
1205,"
",E,,0
1206,"	Riker EXITS.
",A,,0
1207,"
",E,,0
1208,"					GEORDI
",C,,0
1209,"			We're going to have a lot of fun
",D,,0
1210,"			cracking this one.
",D,,0
1211,"
",E,,0
1212,"									CUT TO:
",O,,0
1213,"
",E,,0
1214,20,S,,0
1215,"thru	OMITTED
",S,,0
1216,21,S,,0
1217,"
",E,,0
1218,22   EXT. PLANET SURFACE - MAIN STREET - DAY,S,,0
1219,"
",E,,0
1220,"	Gosheven, Data, and Ard'rian are standing near the pool
",A,,0
1221,"	of water. Gosheven cups some water in a hand.
",A,,0
1222,"
",E,,0
1223,"					GOSHEVEN
",C,,0
1224,"			See that? Do you have any idea
",D,,0
1225,"			what it is? What it means?
",D,,0
1226,"
",E,,0
1227,"					DATA
",C,,0
1228,"			It is water, a substance composed
",D,,0
1229,"			of two atoms of hydrogen --
",D,,0
1230,"
",E,,0
1231,"					GOSHEVEN
",C,,0
1232,"			It's not water. It's blood and
",D,,0
1233,"			sweat -- the result of a hundred
",D,,0
1234,"			and forty years of combined
",D,,0
1235,"			effort. (ALTERNATE: ninety
",D,,0
1236,"			years) This isn't a town.
",D,,0
1237,"					(MORE)
",C,,0
1238,"
",E,,0
1239,"STAR TREK: ""Ensigns of Command"" REV. 7/24/89 - ACT TWO   23.",H,,0
1240,"
",E,,0
1241,22   CONTINUED:,S,,0
1242,"
",E,,0
1243,"					GOSHEVEN (Cont'd)
",C,,0
1244,"			It's a monument to every man,
",D,,0
1245,"			woman, and child who has lived
",D,,0
1246,"			and died on Tau Cygna Five.
",D,,0
1247,"
",E,,0
1248,"					ARD'RIAN
",C,,0
1249,"			Gosheven, you're talking nonsense.
",D,,0
1250,"
",E,,0
1251,"					GOSHEVEN
",C,,0
1252,"			Am I? My grandfather's buried
",D,,0
1253,"			on that mountain.
",D,,0
1254,"				(points to the distant
",M,,0
1255,"				 line of hills)
",M,,0
1256,"			He died in a rock slide surveying
",D,,0
1257,"			the route for this aqueduct. This
",D,,0
1258,"			colony exists because of his
",D,,0
1259,"			sacrifice, and the sacrifices of
",D,,0
1260,"			thousands of others. No, we're
",D,,0
1261,"			not leaving.
",D,,0
1262,"
",E,,0
1263,"					DATA
",C,,0
1264,"			The Sheliak will not accept humans
",D,,0
1265,"			on their planet. And they will
",D,,0
1266,"			not hesitate to use force to
",D,,0
1267,"			remove you.
",D,,0
1268,"
",E,,0
1269,"					GOSHEVEN
",C,,0
1270,"				(calmly)
",M,,0
1271,"			And we will not hesitate to fight
",D,,0
1272,"			back.
",D,,0
1273,"
",E,,0
1274,"					DATA
",C,,0
1275,"			You cannot win.
",D,,0
1276,"
",E,,0
1277,"					GOSHEVEN
",C,,0
1278,"			You just don't understand, do you?
",D,,0
1279,"			We will not be bullied off our
",D,,0
1280,"			land... not by you, and not by
",D,,0
1281,"			the Sheliak.
",D,,0
1282,"
",E,,0
1283,"	Gosheven whirls and walks away. End of conversation.
",A,,0
1284,"
",E,,0
1285,"STAR TREK: ""Ensigns of Command"" - REV. 7/18/89 - ACT TWO  24.",H,,0
1286,"
",E,,0
1287,22   CONTINUED: (2),S,,0
1288,"
",E,,0
1289,"					ARD'RIAN
",C,,0
1290,"				(re Gosheven; bitter)
",M,,0
1291,"			Stubborn and irrational. Now what
",D,,0
1292,"			do we do?
",D,,0
1293,"
",E,,0
1294,"					DATA
",C,,0
1295,"			Are his sentiments typical among
",D,,0
1296,"			the colonists?
",D,,0
1297,"
",E,,0
1298,"					ARD'RIAN
",C,,0
1299,"			I hope not. Are you thinking
",D,,0
1300,"			of bypassing Gosheven and taking
",D,,0
1301,"			your case directly to the people?
",D,,0
1302,"
",E,,0
1303,"					DATA
",C,,0
1304,"				(nods)
",M,,0
1305,"			I see no other course of action.
",D,,0
1306,"			If I can convince enough people
",D,,0
1307,"			of the necessity of leaving --
",D,,0
1308,"
",E,,0
1309,"					ARD'RIAN
",C,,0
1310,"				(a smile)
",M,,0
1311,"			Don't you mean ""if we can
",D,,0
1312,"			convince?""
",D,,0
1313,"
",E,,0
1314,"					DATA
",C,,0
1315,"			You are offering assistance?
",D,,0
1316,"
",E,,0
1317,"	Ard'rian nods, extends her arm -- c'mon, let's get
",A,,0
1318,"	going. As they move off:
",A,,0
1319,"
",E,,0
1320,"									CUT TO:
",O,,0
1321,"
",E,,0
1322,22A  EXT. SPACE - ENTERPRISE (OPTICAL) (FORMERLY SC. 20),S,,0
1323,"
",E,,0
1324,"	In orbit around Tau Cygna V.
",A,,0
1325,"
",E,,0
1326,22B  INT. CAPTAIN'S READY ROOM (FORMERLY SC. 21),S,,0
1327,"
",E,,0
1328,"	Picard is pacing rapidly about the office. Riker
",A,,0
1329,"	ENTERS.
",A,,0
1330,"
",E,,0
1331,"					RIKER
",C,,0
1332,"			Yes, sir?
",D,,0
1333,"
",E,,0
1334,"STAR TREK: ""Ensigns of Command"" - REV. 7/18/89 - ACT TWO  25.",H,,0
1335,"
",E,,0
1336,22B  CONTINUED:,S,,0
1337,"
",E,,0
1338,"					PICARD
",C,,0
1339,"			Three weeks. Starfleet is profuse
",D,,0
1340,"			in their apologies, but it will
",D,,0
1341,"			still be three weeks.
",D,,0
1342,"
",E,,0
1343,"					RIKER
",C,,0
1344,"			Until?
",D,,0
1345,"
",E,,0
1346,"					PICARD
",C,,0
1347,"			Until the arrival of a colony
",D,,0
1348,"			transport ship equipped with
",D,,0
1349,"			dedicated personnel shuttles.
",D,,0
1350,"
",E,,0
1351,"					RIKER
",C,,0
1352,"			We can't wait three weeks.
",D,,0
1353,"
",E,,0
1354,"					PICARD
",C,,0
1355,"			The Sheliak must agree to extend
",D,,0
1356,"			our deadline.
",D,,0
1357,"
",E,,0
1358,"	Picard sits in silence for a beat.
",A,,0
1359,"
",E,,0
1360,"					PICARD (cont'd)
",C,,0
1361,"			If they plan to settle Tau Cygna
",D,,0
1362,"			Five two days from now...
",D,,0
1363,"
",E,,0
1364,"					RIKER
",C,,0
1365,"			... one of their ships must already
",D,,0
1366,"			be en route.
",D,,0
1367,"
",E,,0
1368,"					PICARD
",C,,0
1369,"				(decides)
",M,,0
1370,"			We're going to intercept that
",D,,0
1371,"			ship.
",D,,0
1372,"
",E,,0
1373,"					RIKER
",C,,0
1374,"			The Sheliak may interpret that
",D,,0
1375,"			as a hostile act.
",D,,0
1376,"
",E,,0
1377,"					PICARD
",C,,0
1378,"			We have to take the risk.
",D,,0
1379,"
",E,,0
1380,"	Off Picard's determined expression as we:
",A,,0
1381,"
",E,,0
1382,"									FADE OUT.
",O,,0
1383,"
",E,,0
1384,"                        END OF ACT TWO                          
",N,act,0
1385,"
",E,,0
1386,"STAR TREK: ""Ensigns of Command"" - REV. 7/18/89 - ACT THREE 26.",H,,0
1387,"
",E,,0
1388,"                           ACT THREE                            
",N,act,0
1389,"
",E,,0
1390,"	FADE IN:
",A,,0
1391,"
",E,,0
1392,23   INT. OBSERVATION LOUNGE,S,,0
1393,"
",E,,0
1394,"	Riker pacing slowly, looking out at the stars.
",A,,0
1395,"
",E,,0
1396,"					RIKER
",C,,0
1397,"			The Enterprise is going to try
",D,,0
1398,"			to intercept the Sheliak colony
",D,,0
1399,"			ship. Your job ... well, you know
",D,,0
1400,"			your job.
",D,,0
1401,"
",E,,0
1402,"									CUT TO:
",O,,0
1403,"
",E,,0
1404,24   EXT. PLANET SURFACE - MAIN STREET - DAY,S,,0
1405,"
",E,,0
1406,"	Data standing alone in an archway.
",A,,0
1407,"
",E,,0
1408,"					DATA
",C,,0
1409,"			Commander, in human parlance, I do
",D,,0
1410,"			not believe I can ""get the job
",D,,0
1411,"			done."" My training has prepared
",D,,0
1412,"			me for starship command duties.
",D,,0
1413,"			As a cultural contact I am
",D,,0
1414,"			proving to be less than exemplary.
",D,,0
1415,"
",E,,0
1416,25   INTERCUTS,S,,0
1417,"
",E,,0
1418,"					RIKER
",C,,0
1419,"			What's the situation?
",D,,0
1420,"
",E,,0
1421,"					DATA
",C,,0
1422,"			Their leader has rejected my
",D,,0
1423,"			counsel. He denies the logic of
",D,,0
1424,"			my arguments and talks of
",D,,0
1425,"			structures they have built.
",D,,0
1426,"
",E,,0
1427,"					RIKER
",C,,0
1428,"			Then try something else.
",D,,0
1429,"
",E,,0
1430,"					DATA
",C,,0
1431,"			I have. In the last three hours
",D,,0
1432,"			and eight minutes, I have spoken
",D,,0
1433,"			to fifty-six colonists. Ten
",D,,0
1434,"			refused to believe a threat
",D,,0
1435,"			exists. Twenty-two favored
",D,,0
1436,"			staying and fighting the Sheliak.
",D,,0
1437,"
",E,,0
1438,"STAR TREK: ""Ensigns of Command"" - REV. 7/14/89 - ACT THREE26A.",H,,0
1439,"
",E,,0
1440,25   CONTINUED:,S,,0
1441,"
",E,,0
1442,"					RIKER
",C,,0
1443,"				(more to himself)
",M,,0
1444,"			I don't have time for this.
",D,,0
1445,"
",E,,0
1446,"					DATA
",C,,0
1447,"			Sixteen preferred negotiation or
",D,,0
1448,"			some form of passive resistance.
",D,,0
1449,"			Only eight were willing to
",D,,0
1450,"			consider evacuation. And of those
",D,,0
1451,"			eight --
",D,,0
1452,"
",E,,0
1453,"STAR TREK: ""Ensigns of Command"" REV. 7/20/89 - ACT THREE  27.",H,,0
1454,"
",E,,0
1455,25   CONTINUED: (2),S,,0
1456,"
",E,,0
1457,"					RIKER
",C,,0
1458,"				(cutting him)
",D,,0
1459,"			Data, I can't help you -- I don't
",D,,0
1460,"			know these people; I haven't
",D,,0
1461,"			talked to them. You have. Use
",D,,0
1462,"			that fancy positronic brain of
",D,,0
1463,"			yours -- and carry out your
",D,,0
1464,"			mission.
",D,,0
1465,"
",E,,0
1466,"	Ard'rian walks up to join the android, politely keeps
",A,,0
1467,"	a few paces away to let him complete his ""phone call""
",A,,0
1468,"	with privacy.
",A,,0
1469,"
",E,,0
1470,"					DATA
",C,,0
1471,"			If I do not succeed, how violent
",D,,0
1472,"			is the Sheliak reaction likely
",D,,0
1473,"			to be?
",D,,0
1474,"
",E,,0
1475,"					RIKER
",C,,0
1476,"			The treaty is the only thing which
",D,,0
1477,"			kept them from eradicating the
",D,,0
1478,"			colony the moment they discovered
",D,,0
1479,"			it.
",D,,0
1480,"
",E,,0
1481,"					DATA
",C,,0
1482,"			Ah.
",D,,0
1483,"
",E,,0
1484,"					RIKER
",C,,0
1485,"			""Ah"" is right. The lives of
",D,,0
1486,"			fifteen thousand people are riding
",D,,0
1487,"			on you. You'd better get
",D,,0
1488,"			innovative. Riker out.
",D,,0
1489,"
",E,,0
1490,"	Data gazes into space, thinking. Ard'rian steps up.
",A,,0
1491,"	Her mood is upbeat.
",A,,0
1492,"
",E,,0
1493,"					ARD'RIAN
",C,,0
1494,"			Data -- we're having an effect.
",D,,0
1495,"			So many people are asking
",D,,0
1496,"			questions about the Sheliak that
",D,,0
1497,"			Gosheven's called a public
",D,,0
1498,"			meeting.
",D,,0
1499,"
",E,,0
1500,"STAR TREK: ""Ensigns of Command"" REV. 7/20/89 - ACT THREE  28.",H,,0
1501,"
",E,,0
1502,25   CONTINUED: (3),S,,0
1503,"
",E,,0
